1 David Bakhtiari
2 Mitchell Schwartz
3 Andrew Whitworth
4 Ryan Ramczyk
5 Terron Armstead
6 Lane Johnson
7 Tyron Smith
8 Joe Staley
9 Taylor Lewan
10 Jason Peters
11 Laremy Tunsil
12 Trent Williams
13 Eric Fisher
14 Mike McGlinchey
15 Marcus Cannon
16 Trent Brown
17 Donovan Smith
18 Jake Matthews
19 Alejandro Villanueva
20 Charles Leno Jr.
