1 J.J. Watt
2 Aaron Donald
3 Joey Bosa
4 Myles Garrett
5 Danielle Hunter
6 Calais Campbell
7 Demarcus Lawrence
8 Cameron Jordan
9 Melvin Ingram
10 DeForest Buckner
11 Trey Flowers
12 Frank Clark
13 Carlos Dunlap
14 Akiem Hicks
15 Chris Jones
16 Mario Addison
17 Nick Bosa
18 Kenny Clark
19 Cameron Heyward
20 Brandon Graham
21 Jurrell Casey
22 Everson Griffen
23 Dante Fowler
24 Jabaal Sheard
25 Jonathan Allen
26 Ezekiel Ansah
27 Yannick Ngakoue
28 Jarran Reed
29 Jerry Hughes
30 Fletcher Cox
