1 Zack Martin
2 David DeCastro
3 Quenton Nelson
4 Brandon Scherff
5 Kevin Zeitler
6 Marshal Yanda
7 Joe Thuney
8 Brandon Brooks
9 Rodger Saffold
10 Shaq Mason
11 Kelechi Osemele
12 Trai Turner
13 Andrew Norwell
14 Andrus Peat
15 Ali Marpet
16 Ramon Foster
17 Gabe Jackson
18 Ron Leary
19 Larry Warford
20 Frank Ragnow
