1 Jamal Adams
2 Derwin James
3 Landon Collins
4 Keanu Neal
5 John Johnson
6 Budda Baker
7 Shawn Williams
8 Jordan Poyer
9 Harrison Smith
10 Justin Reid
11 Antoine Bethea
12 Jessie Bates
13 Kevin Byard
14 Bradley McDougald
15 Ha Ha
16 Tyrann Mathieu
17 Malcolm Jenkins
18 Clayton Geathers
19 Adrian Amos
20 Damarious Randall
21 Earl Thomas
22 Eddie Jackson
23 Reshad Jones
24 Eric Reid
25 Tony Jefferson
26 Morgan Burnett
27 Donte Jackson
28 Justin Simmons
29 D.J. Swearinger
30 T.J. McDonald
